update_date,update_time,NOFO_Region,Positive_Cases,Deaths,Tested
2020-10-16 0:00:00,12:45,Southwest Central,17640,443,232632
2020-10-17 0:00:00,12:45,Southwest Central,17750,445,235273
2020-10-18 0:00:00,12:45,Southwest Central,17919,447,237522
2020-10-19 0:00:00,12:45,Southwest Central,18059,448,239705
2020-10-20 0:00:00,12:45,Southwest Central,18218,448,241061
2020-10-21 0:00:00,12:45,Southwest Central,18398,452,242934
2020-10-22 0:00:00,12:45,Southwest Central,18593,453,245963
2020-10-23 0:00:00,12:45,Southwest Central,18760,456,248416
2020-10-24 0:00:00,12:45,Southwest Central,18924,459,250683
2020-10-25 0:00:00,12:45,Southwest Central,19091,462,253215
2020-10-26 0:00:00,12:45,Southwest Central,19286,462,255371
2020-10-27 0:00:00,12:45,Southwest Central,19430,466,256764
2020-10-28 0:00:00,12:45,Southwest Central,19658,469,258373
2020-10-29 0:00:00,12:45,Southwest Central,19874,473,261702
2020-10-30 0:00:00,12:45,Southwest Central,20120,475,264015
2020-03-17 0:00:00,12:00,Suburban,107,1,0
2020-03-18 0:00:00,12:00,Suburban,178,1,0
2020-03-19 0:00:00,12:00,Suburban,278,2,0
2020-03-20 0:00:00,12:00,Suburban,411,3,0
2020-03-21 0:00:00,12:00,Suburban,548,4,0
2020-03-22 0:00:00,12:00,Suburban,286,2,0
2020-03-24 0:00:00,12:00,Suburban,412,7,0
2020-03-25 0:00:00,12:00,Suburban,503,8,0
2020-03-26 0:00:00,12:00,Suburban,743,9,0
2020-03-27 0:00:00,12:00,Suburban,875,11,0
2020-03-28 0:00:00,12:00,Suburban,1003,16,0
2020-03-29 0:00:00,12:00,Suburban,1419,24,0
2020-03-30 0:00:00,12:00,Suburban,1529,28,0
2020-03-31 0:00:00,12:00,Suburban,1803,39,0
2020-04-01 0:00:00,12:00,Suburban,2065,56,0
2020-04-02 0:00:00,12:00,Suburban,2296,66,0
2020-04-03 0:00:00,12:00,Suburban,2711,84,0
2020-04-04 0:00:00,12:00,Suburban,3143,91,0
2020-04-05 0:00:00,12:00,Suburban,3420,96,0
2020-04-06 0:00:00,12:00,Suburban,3661,101,0
2020-04-07 0:00:00,12:00,Suburban,4003,114,0
2020-04-08 0:00:00,12:00,Suburban,4428,135,0
2020-04-09 0:00:00,12:00,Suburban,4767,153,0
2020-04-10 0:00:00,12:00,Suburban,5242,180,0
2020-04-11 0:00:00,12:00,Suburban,5633,204,0
2020-04-12 0:00:00,21:12,Suburban,6082,218,0
2020-04-13 0:00:00,16:26,Suburban,6390,235,0
2020-04-14 0:00:00,16:14,Suburban,6707,249,0
2020-04-15 0:00:00,16:16,Suburban,7114,269,0
2020-04-16 0:00:00,19:10,Suburban,7445,308,0
2020-04-17 0:00:00,17:34,Suburban,7982,333,0
2020-04-17 0:00:00,20:59,Suburban,7982,333,0
2020-04-18 0:00:00,15:50,Suburban,8388,369,0
2020-04-19 0:00:00,14:45,Suburban,8739,385,0
2020-04-20 0:00:00,14:45,Suburban,9088,401,0
2020-04-21 0:00:00,14:45,Suburban,9627,433,0
2020-04-22 0:00:00,15:25,Suburban,10152,468,0
2020-04-23 0:00:00,14:48,Suburban,10738,501,0
2020-04-24 0:00:00,14:43,Suburban,11504,542,0
2020-04-24 0:00:00,15:24,Suburban,11504,542,0
2020-04-25 0:00:00,14:45,Suburban,11949,559,0
2020-04-26 0:00:00,14:45,Suburban,12709,573,0
2020-04-27 0:00:00,15:07,Suburban,13271,575,0
2020-04-28 0:00:00,15:05,Suburban,13855,654,62645
2020-04-29 0:00:00,17:23,Suburban,14467,665,66378
2020-04-30 0:00:00,16:42,Suburban,15022,713,70735
2020-05-01 0:00:00,15:37,Suburban,15950,728,176322
2020-05-02 0:00:00,23:28,Suburban,16611,765,75742
2020-05-03 0:00:00,14:45,Suburban,17460,777,79798
2020-05-04 0:00:00,22:16,Suburban,17910,781,83266
2020-05-05 0:00:00,14:45,Suburban,18617,854,86056
2020-05-06 0:00:00,15:43,Suburban,19249,892,89317
2020-05-07 0:00:00,14:45,Suburban,19900,926,93392
2020-05-08 0:00:00,14:45,Suburban,20701,949,98370
2020-05-09 0:00:00,14:45,Suburban,21281,975,102034
2020-05-10 0:00:00,14:45,Suburban,21705,980,104914
2020-05-11 0:00:00,14:45,Suburban,22054,985,107973
2020-05-12 0:00:00,14:45,Suburban,22913,1008,113663
2020-05-13 0:00:00,14:45,Suburban,23332,1096,116753
2020-05-13 0:00:00,15:45,Suburban,23332,1096,110923
2020-05-14 0:00:00,14:45,Suburban,24116,1123,115250
2020-05-15 0:00:00,21:28,Suburban,24722,1156,120215
2020-05-16 0:00:00,14:45,Suburban,25206,1194,124890
2020-05-17 0:00:00,14:45,Suburban,25597,1203,129072
2020-05-18 0:00:00,14:45,Suburban,26256,1208,133460
2020-05-19 0:00:00,23:29,Suburban,26772,1251,137341
2020-05-20 0:00:00,14:44,Suburban,27374,1287,143683
2020-05-21 0:00:00,14:36,Suburban,27796,1300,149334
2020-05-22 0:00:00,14:45,Suburban,28484,1337,156987
2020-05-23 0:00:00,23:48,Suburban,29015,1352,162795
2020-05-24 0:00:00,14:45,Suburban,29638,1364,168522
2020-05-25 0:00:00,14:45,Suburban,30130,1369,174292
2020-05-26 0:00:00,14:45,Suburban,30447,1374,178036
2020-05-27 0:00:00,14:45,Suburban,30743,1434,182412
2020-05-28 0:00:00,14:45,Suburban,31136,1470,186753
2020-05-29 0:00:00,14:45,Suburban,31600,1495,191469
2020-05-30 0:00:00,14:45,Suburban,32034,1505,196511
2020-05-31 0:00:00,14:45,Suburban,32398,1520,201335
2020-06-01 0:00:00,14:45,Suburban,32658,1526,205718
2020-06-02 0:00:00,14:45,Suburban,32940,1581,209388
2020-06-03 0:00:00,14:45,Suburban,33227,1597,213866
2020-06-04 0:00:00,14:45,Suburban,33462,1628,218736
2020-06-05 0:00:00,14:45,Suburban,33793,1640,222040
2020-06-06 0:00:00,14:45,Suburban,34020,1662,227213
2020-06-07 0:00:00,14:45,Suburban,34252,1673,231879
2020-06-08 0:00:00,14:45,Suburban,34456,1676,235563
2020-06-09 0:00:00,14:45,Suburban,34668,1705,240364
2020-06-10 0:00:00,14:45,Suburban,34843,1739,244959
2020-06-11 0:00:00,14:45,Suburban,35039,1759,249144
2020-06-12 0:00:00,14:45,Suburban,35148,1793,254346
2020-06-13 0:00:00,14:45,Suburban,35296,1801,258613
2020-06-14 0:00:00,14:45,Suburban,35457,1805,263298
2020-06-15 0:00:00,14:45,Suburban,35581,1807,267653
2020-06-16 0:00:00,14:45,Suburban,35762,1826,271477
2020-06-17 0:00:00,14:45,Suburban,35929,1862,277647
2020-06-18 0:00:00,14:45,Suburban,36095,1874,282263
2020-06-19 0:00:00,14:45,Suburban,36274,1882,286765
2020-06-20 0:00:00,13:45,Suburban,36460,1899,291787
2020-06-21 0:00:00,14:45,Suburban,36636,1899,296660
2020-06-22 0:00:00,14:45,Suburban,36789,1900,300521
2020-06-23 0:00:00,14:45,Suburban,36951,1913,304141
2020-06-24 0:00:00,20:58,Suburban,37142,1938,309003
2020-06-25 0:00:00,14:45,Suburban,37383,1942,314538
2020-06-26 0:00:00,14:45,Suburban,37557,1951,320608
2020-06-27 0:00:00,12:45,Suburban,37679,1956,327059
2020-06-28 0:00:00,11:45,Suburban,37805,1960,331113
2020-06-29 0:00:00,14:45,Suburban,37972,1961,336073
2020-06-30 0:00:00,14:45,Suburban,38182,1967,341169
2020-07-01 0:00:00,15:45,Suburban,38351,1970,347792
2020-07-02 0:00:00,15:45,Suburban,38548,1986,353870
2020-07-03 0:00:00,14:45,Suburban,38685,1990,360404
2020-07-04 0:00:00,14:45,Suburban,38865,1991,366662
2020-07-05 0:00:00,14:45,Suburban,39001,1993,372348
2020-07-06 0:00:00,14:45,Suburban,39111,1994,376001
2020-07-07 0:00:00,14:45,Suburban,39233,2006,380853
2020-07-08 0:00:00,14:45,Suburban,39452,2014,387707
2020-07-09 0:00:00,14:45,Suburban,39661,2019,394474
2020-07-10 0:00:00,14:45,Suburban,39929,2027,401896
2020-07-11 0:00:00,12:45,Suburban,40170,2035,407581
2020-07-12 0:00:00,13:45,Suburban,40331,2042,415930
2020-07-13 0:00:00,14:45,Suburban,40485,2041,421863
2020-07-14 0:00:00,14:45,Suburban,40603,2044,426291
2020-07-15 0:00:00,12:45,Suburban,40805,2043,433102
2020-07-16 0:00:00,14:45,Suburban,41024,2043,441126
2020-07-17 0:00:00,14:45,Suburban,41254,2049,447719
2020-07-18 0:00:00,14:45,Suburban,41512,2050,454906
2020-07-19 0:00:00,12:45,Suburban,41707,2048,461082
2020-07-20 0:00:00,14:45,Suburban,41902,2049,467104
2020-07-21 0:00:00,14:45,Suburban,42122,2056,473209
2020-07-22 0:00:00,12:45,Suburban,42430,2065,480009
2020-07-23 0:00:00,12:45,Suburban,42715,2067,487043
2020-07-24 0:00:00,12:45,Suburban,42966,2075,495002
2020-07-25 0:00:00,12:45,Suburban,43175,2081,501815
2020-07-26 0:00:00,12:45,Suburban,43448,2083,508746
2020-07-27 0:00:00,12:45,Suburban,43605,2086,513664
2020-07-28 0:00:00,12:45,Suburban,43750,2092,518226
2020-07-29 0:00:00,12:45,Suburban,43999,2094,523546
2020-07-30 0:00:00,12:45,Suburban,44315,2097,530546
2020-07-31 0:00:00,12:45,Suburban,44666,2103,539218
2020-08-01 0:00:00,12:45,Suburban,44926,2102,545511
2020-08-02 0:00:00,12:45,Suburban,45112,2107,551952
2020-08-03 0:00:00,12:45,Suburban,45305,2108,556326
2020-08-04 0:00:00,12:45,Suburban,45599,2109,563613
2020-08-05 0:00:00,12:45,Suburban,45968,2111,570948
2020-08-06 0:00:00,12:45,Suburban,46343,2112,577781
2020-08-07 0:00:00,12:45,Suburban,46878,2113,586304
2020-08-08 0:00:00,12:45,Suburban,47288,2116,594693
2020-08-09 0:00:00,12:45,Suburban,47571,2119,602294
2020-08-10 0:00:00,12:45,Suburban,47819,2119,608551
2020-08-11 0:00:00,12:45,Suburban,48128,2121,615630
2020-08-12 0:00:00,12:45,Suburban,48433,2122,621218
2020-08-13 0:00:00,12:45,Suburban,48794,2126,628180
2020-08-14 0:00:00,12:45,Suburban,49240,2129,636188
2020-08-15 0:00:00,12:45,Suburban,49543,2130,644789
2020-08-16 0:00:00,12:45,Suburban,49822,2134,651277
2020-08-17 0:00:00,12:45,Suburban,50189,2134,658791
2020-08-18 0:00:00,13:45,Suburban,50498,2143,665611
2020-08-19 0:00:00,12:45,Suburban,50902,2148,672110
2020-08-20 0:00:00,12:45,Suburban,51289,2151,680342
2020-08-21 0:00:00,12:45,Suburban,51729,2153,689346
2020-08-22 0:00:00,12:45,Suburban,52199,2158,698589
2020-08-23 0:00:00,12:45,Suburban,52586,2159,706599
2020-08-24 0:00:00,12:45,Suburban,52855,2160,712939
2020-08-25 0:00:00,12:45,Suburban,53157,2165,718641
2020-08-26 0:00:00,12:45,Suburban,53578,2170,726381
2020-08-26 0:00:00,14:45,Suburban,53578,2170,726381
2020-08-27 0:00:00,12:45,Suburban,53876,2176,731769
2020-08-28 0:00:00,12:45,Suburban,54242,2177,738721
2020-08-29 0:00:00,12:45,Suburban,54575,2177,745941
2020-08-30 0:00:00,12:45,Suburban,55019,2179,755670
2020-08-31 0:00:00,12:45,Suburban,55292,2181,760994
2020-09-01 0:00:00,12:45,Suburban,55551,2186,764896
2020-09-02 0:00:00,12:45,Suburban,55891,2190,770179
2020-09-03 0:00:00,12:45,Suburban,56117,2193,776078
2020-09-04 0:00:00,12:45,Suburban,56932,2196,796843
2020-09-05 0:00:00,12:45,Suburban,57480,2199,807455
2020-09-06 0:00:00,12:45,Suburban,57732,2200,814257
2020-09-07 0:00:00,12:45,Suburban,57988,2201,818326
2020-09-08 0:00:00,12:45,Suburban,58244,2201,824167
2020-09-09 0:00:00,12:45,Suburban,58445,2202,829447
2020-09-10 0:00:00,12:45,Suburban,58773,2204,836349
2020-09-11 0:00:00,12:45,Suburban,59120,2209,844614
2020-09-12 0:00:00,12:45,Suburban,59458,2215,852692
2020-09-13 0:00:00,11:45,Suburban,59649,2217,860582
2020-09-14 0:00:00,19:55,Suburban,59865,2218,866565
2020-09-15 0:00:00,12:45,Suburban,60096,2218,871664
2020-09-16 0:00:00,12:45,Suburban,60404,2223,879554
2020-09-17 0:00:00,12:45,Suburban,60751,2224,887546
2020-09-18 0:00:00,12:45,Suburban,61069,2225,895734
2020-09-19 0:00:00,12:45,Suburban,61610,2227,915119
2020-09-20 0:00:00,12:45,Suburban,61847,2230,922703
2020-09-21 0:00:00,12:45,Suburban,62097,2234,927955
2020-09-22 0:00:00,12:45,Suburban,62391,2237,933804
2020-09-23 0:00:00,12:45,Suburban,62634,2241,939525
2020-09-24 0:00:00,12:45,Suburban,63085,2243,949174
2020-09-25 0:00:00,12:45,Suburban,63508,2250,960309
2020-09-26 0:00:00,11:45,Suburban,63970,2255,970610
2020-09-27 0:00:00,12:45,Suburban,64245,2258,978087
2020-09-28 0:00:00,12:45,Suburban,64550,2261,985804
2020-09-29 0:00:00,12:45,Suburban,64758,2262,992472
2020-09-30 0:00:00,12:45,Suburban,65197,2265,1000285
2020-10-01 0:00:00,12:45,Suburban,65472,2267,1009614
2020-10-02 0:00:00,12:45,Suburban,65905,2275,1020617
2020-10-03 0:00:00,12:45,Suburban,66378,2277,1033148
2020-10-04 0:00:00,12:45,Suburban,66679,2280,1042153
2020-10-05 0:00:00,12:45,Suburban,67086,2284,1048891
2020-10-06 0:00:00,12:45,Suburban,67355,2289,1055113
2020-10-07 0:00:00,14:45,Suburban,67843,2290,1063484
2020-10-08 0:00:00,12:45,Suburban,68400,2296,1074971
2020-10-09 0:00:00,12:45,Suburban,68877,2302,1086124
2020-10-10 0:00:00,12:45,Suburban,69429,2308,1097849
2020-10-11 0:00:00,12:45,Suburban,69872,2310,1108350
2020-10-12 0:00:00,12:45,Suburban,70414,2313,1116755
2020-10-12 0:00:00,9:45,Suburban,69872,2310,1032148
2020-10-13 0:00:00,12:45,Suburban,71086,2320,1125903
2020-10-14 0:00:00,12:45,Suburban,71481,2322,1133906
2020-10-15 0:00:00,12:45,Suburban,72234,2329,1143544
2020-10-16 0:00:00,12:45,Suburban,73070,2332,1158181
2020-10-17 0:00:00,12:45,Suburban,73760,2337,1173209
2020-10-18 0:00:00,12:45,Suburban,74520,2341,1187934
2020-10-19 0:00:00,12:45,Suburban,75240,2347,1196737
2020-10-20 0:00:00,12:45,Suburban,75957,2350,1206259
2020-10-21 0:00:00,12:45,Suburban,76733,2357,1216715
2020-10-22 0:00:00,12:45,Suburban,77608,2361,1229902
2020-10-23 0:00:00,12:45,Suburban,78203,2363,1241780
2020-10-24 0:00:00,12:45,Suburban,79401,2374,1257194
2020-10-25 0:00:00,12:45,Suburban,80123,2380,1270723
2020-10-26 0:00:00,12:45,Suburban,81076,2384,1281361
2020-10-27 0:00:00,12:45,Suburban,81791,2387,1291104
2020-10-28 0:00:00,12:45,Suburban,83068,2392,1301645
2020-10-29 0:00:00,12:45,Suburban,84204,2397,1315197
2020-10-30 0:00:00,12:45,Suburban,85453,2401,1330314
2020-04-04 0:00:00,12:00,Unassigned,61,1,0
2020-04-05 0:00:00,12:00,Unassigned,62,1,0
2020-04-06 0:00:00,12:00,Unassigned,72,1,0
2020-04-07 0:00:00,12:00,Unassigned,64,1,0
2020-04-08 0:00:00,12:00,Unassigned,64,1,0
2020-04-09 0:00:00,12:00,Unassigned,68,1,0
2020-04-10 0:00:00,12:00,Unassigned,81,1,0
2020-04-11 0:00:00,12:00,Unassigned,85,1,0
2020-04-12 0:00:00,21:12,Unassigned,97,1,0
2020-04-13 0:00:00,16:26,Unassigned,65,1,0
2020-04-14 0:00:00,16:14,Unassigned,54,1,0
2020-04-15 0:00:00,16:16,Unassigned,45,1,0
2020-04-16 0:00:00,19:10,Unassigned,55,1,0
2020-04-17 0:00:00,17:34,Unassigned,74,1,0
2020-04-17 0:00:00,20:59,Unassigned,74,1,0
2020-04-18 0:00:00,15:50,Unassigned,84,3,0
2020-04-19 0:00:00,14:45,Unassigned,115,3,0
2020-04-20 0:00:00,14:45,Unassigned,130,2,0
2020-04-21 0:00:00,14:45,Unassigned,192,2,0
2020-04-22 0:00:00,15:25,Unassigned,228,1,0
2020-04-23 0:00:00,14:48,Unassigned,193,0,0
2020-04-24 0:00:00,14:43,Unassigned,214,1,0
2020-04-24 0:00:00,15:24,Unassigned,214,1,0
2020-04-25 0:00:00,14:45,Unassigned,273,1,0
2020-04-26 0:00:00,14:45,Unassigned,307,0,0
2020-04-27 0:00:00,15:07,Unassigned,338,0,0
2020-04-28 0:00:00,15:05,Unassigned,335,0,0
2020-04-29 0:00:00,17:23,Unassigned,354,0,0
2020-04-30 0:00:00,16:42,Unassigned,378,1,0
2020-05-01 0:00:00,15:37,Unassigned,363,2,0
2020-05-02 0:00:00,23:28,Unassigned,278,1,0
2020-05-03 0:00:00,14:45,Unassigned,257,0,0
2020-05-04 0:00:00,22:16,Unassigned,214,0,6402
2020-05-05 0:00:00,14:45,Unassigned,236,0,6678
2020-05-06 0:00:00,15:43,Unassigned,105,0,7299
2020-05-07 0:00:00,14:45,Unassigned,100,0,8088
2020-05-08 0:00:00,14:45,Unassigned,48,0,8662
2020-05-09 0:00:00,14:45,Unassigned,73,0,9217
2020-05-10 0:00:00,14:45,Unassigned,84,0,9446
2020-05-11 0:00:00,14:45,Unassigned,66,0,9627
2020-05-12 0:00:00,14:45,Unassigned,61,1,9704
2020-05-13 0:00:00,14:45,Unassigned,46,1,9948
2020-05-13 0:00:00,15:45,Unassigned,46,1,9948
2020-05-14 0:00:00,14:45,Unassigned,65,1,11070
2020-05-15 0:00:00,21:28,Unassigned,50,1,11711
2020-05-16 0:00:00,14:45,Unassigned,49,0,12236
2020-05-17 0:00:00,14:45,Unassigned,67,0,13047
2020-05-18 0:00:00,14:45,Unassigned,74,0,13476
2020-05-19 0:00:00,23:29,Unassigned,70,0,14418
2020-05-20 0:00:00,14:44,Unassigned,73,0,14919
2020-05-21 0:00:00,14:36,Unassigned,83,0,17098
2020-05-22 0:00:00,14:45,Unassigned,106,0,18172
2020-05-23 0:00:00,23:48,Unassigned,99,0,18780
2020-05-24 0:00:00,14:45,Unassigned,104,0,19592
2020-05-25 0:00:00,14:45,Unassigned,110,0,20276
2020-05-26 0:00:00,14:45,Unassigned,120,0,20931
2020-05-27 0:00:00,14:45,Unassigned,110,0,21517
2020-05-28 0:00:00,14:45,Unassigned,149,0,22692
2020-05-29 0:00:00,14:45,Unassigned,125,0,23426
2020-05-30 0:00:00,14:45,Unassigned,80,0,24148
2020-05-31 0:00:00,14:45,Unassigned,85,0,25054
2020-06-01 0:00:00,14:45,Unassigned,93,0,25607
2020-06-02 0:00:00,14:45,Unassigned,147,0,26392
2020-06-03 0:00:00,14:45,Unassigned,105,0,26677
2020-06-04 0:00:00,14:45,Unassigned,84,0,27130
2020-06-05 0:00:00,14:45,Unassigned,90,0,27677
2020-06-06 0:00:00,14:45,Unassigned,77,0,28323
2020-06-07 0:00:00,14:45,Unassigned,87,0,28520
2020-06-08 0:00:00,14:45,Unassigned,67,0,28699
2020-06-09 0:00:00,14:45,Unassigned,76,0,28995
2020-06-10 0:00:00,14:45,Unassigned,53,0,29449
2020-06-11 0:00:00,14:45,Unassigned,48,0,30005
2020-06-12 0:00:00,14:45,Unassigned,43,0,30396
2020-06-13 0:00:00,14:45,Unassigned,46,0,30975
2020-06-14 0:00:00,14:45,Unassigned,49,0,31391
2020-06-15 0:00:00,14:45,Unassigned,45,0,31610
2020-06-16 0:00:00,14:45,Unassigned,49,0,32185
2020-06-17 0:00:00,14:45,Unassigned,44,0,32663
2020-06-18 0:00:00,14:45,Unassigned,44,0,33499
2020-06-19 0:00:00,14:45,Unassigned,46,0,34134
2020-06-20 0:00:00,13:45,Unassigned,46,0,35025
2020-06-21 0:00:00,14:45,Unassigned,49,0,35493
2020-06-22 0:00:00,14:45,Unassigned,51,0,36113
2020-06-23 0:00:00,14:45,Unassigned,44,0,36379
2020-06-24 0:00:00,20:58,Unassigned,45,0,36845
2020-06-25 0:00:00,14:45,Unassigned,39,0,37322
2020-06-26 0:00:00,14:45,Unassigned,29,0,37782
2020-06-27 0:00:00,12:45,Unassigned,29,0,38052
2020-06-28 0:00:00,11:45,Unassigned,29,0,38239
2020-06-29 0:00:00,14:45,Unassigned,43,0,38413
2020-06-30 0:00:00,14:45,Unassigned,48,0,40035
2020-07-01 0:00:00,15:45,Unassigned,50,0,40293
2020-07-02 0:00:00,15:45,Unassigned,46,0,40792
2020-07-03 0:00:00,14:45,Unassigned,46,0,41380
2020-07-04 0:00:00,14:45,Unassigned,47,0,41673
2020-07-05 0:00:00,14:45,Unassigned,54,0,41894
2020-07-06 0:00:00,14:45,Unassigned,53,0,42133
2020-07-07 0:00:00,14:45,Unassigned,55,0,42458
2020-07-08 0:00:00,14:45,Unassigned,48,0,42782
2020-07-09 0:00:00,14:45,Unassigned,48,0,42974
2020-07-10 0:00:00,14:45,Unassigned,43,0,43298
2020-07-11 0:00:00,12:45,Unassigned,48,0,43512
2020-07-12 0:00:00,13:45,Unassigned,53,0,43819
2020-07-13 0:00:00,14:45,Unassigned,52,0,44154
2020-07-14 0:00:00,14:45,Unassigned,42,0,44506
2020-07-15 0:00:00,12:45,Unassigned,40,0,44670
2020-07-16 0:00:00,14:45,Unassigned,22,0,44965
2020-07-17 0:00:00,14:45,Unassigned,28,0,45264
2020-07-18 0:00:00,14:45,Unassigned,34,0,45491
2020-07-19 0:00:00,12:45,Unassigned,32,0,45917
2020-07-20 0:00:00,14:45,Unassigned,38,0,46118
2020-07-21 0:00:00,14:45,Unassigned,37,0,46296
2020-07-22 0:00:00,12:45,Unassigned,38,0,46502
2020-07-23 0:00:00,12:45,Unassigned,36,0,46800
2020-07-24 0:00:00,12:45,Unassigned,41,0,47057
2020-07-25 0:00:00,12:45,Unassigned,50,0,47302
2020-07-26 0:00:00,12:45,Unassigned,57,0,47705
2020-07-27 0:00:00,12:45,Unassigned,70,0,47992
2020-07-28 0:00:00,12:45,Unassigned,55,0,48174
2020-07-29 0:00:00,12:45,Unassigned,55,0,48374
2020-07-30 0:00:00,12:45,Unassigned,49,0,48584
2020-07-31 0:00:00,12:45,Unassigned,63,0,48829
2020-08-01 0:00:00,12:45,Unassigned,58,0,49003
2020-08-02 0:00:00,12:45,Unassigned,56,0,49213
2020-08-03 0:00:00,12:45,Unassigned,66,0,49303
2020-08-04 0:00:00,12:45,Unassigned,84,0,49477
2020-08-05 0:00:00,12:45,Unassigned,68,0,49657
2020-08-06 0:00:00,12:45,Unassigned,61,0,49902
2020-08-07 0:00:00,12:45,Unassigned,65,0,50088
2020-08-08 0:00:00,12:45,Unassigned,53,0,50304
2020-08-09 0:00:00,12:45,Unassigned,68,0,50538
2020-08-10 0:00:00,12:45,Unassigned,58,0,50726
2020-08-11 0:00:00,12:45,Unassigned,47,0,50947
2020-08-12 0:00:00,12:45,Unassigned,95,0,51177
2020-08-13 0:00:00,12:45,Unassigned,82,0,51398
2020-08-14 0:00:00,12:45,Unassigned,49,0,51502
2020-08-15 0:00:00,12:45,Unassigned,36,0,51809
2020-08-16 0:00:00,12:45,Unassigned,40,0,51911
2020-08-17 0:00:00,12:45,Unassigned,46,0,52078
2020-08-18 0:00:00,13:45,Unassigned,38,0,52204
2020-08-19 0:00:00,12:45,Unassigned,56,0,52599
2020-08-20 0:00:00,12:45,Unassigned,52,0,52813
2020-08-21 0:00:00,12:45,Unassigned,61,0,52975
2020-08-22 0:00:00,12:45,Unassigned,47,0,53287
2020-08-23 0:00:00,12:45,Unassigned,44,0,53442
2020-08-24 0:00:00,12:45,Unassigned,46,0,53542
2020-08-25 0:00:00,12:45,Unassigned,80,0,53714
2020-08-26 0:00:00,12:45,Unassigned,46,0,53893
2020-08-26 0:00:00,14:45,Unassigned,46,0,53893
2020-08-27 0:00:00,12:45,Unassigned,57,0,54021
2020-08-28 0:00:00,12:45,Unassigned,50,0,54073
2020-08-29 0:00:00,12:45,Unassigned,75,0,54122
2020-08-30 0:00:00,12:45,Unassigned,81,0,54231
2020-08-31 0:00:00,12:45,Unassigned,60,0,54280
2020-09-01 0:00:00,12:45,Unassigned,77,0,54309
2020-09-02 0:00:00,12:45,Unassigned,74,0,54395
2020-09-03 0:00:00,12:45,Unassigned,87,0,54502
2020-09-04 0:00:00,12:45,Unassigned,60,0,54962
2020-09-05 0:00:00,12:45,Unassigned,52,0,55201
2020-09-06 0:00:00,12:45,Unassigned,32,0,55330
2020-09-07 0:00:00,12:45,Unassigned,32,0,55405
2020-09-08 0:00:00,12:45,Unassigned,38,0,55469
2020-09-09 0:00:00,12:45,Unassigned,59,0,55551
2020-09-10 0:00:00,12:45,Unassigned,40,0,55626
2020-09-11 0:00:00,12:45,Unassigned,45,0,55722
2020-09-12 0:00:00,12:45,Unassigned,47,0,55804
2020-09-13 0:00:00,11:45,Unassigned,43,0,55904
2020-09-14 0:00:00,19:55,Unassigned,43,0,55989
2020-09-15 0:00:00,12:45,Unassigned,44,0,56092
2020-09-16 0:00:00,12:45,Unassigned,46,0,56289
2020-09-17 0:00:00,12:45,Unassigned,49,0,56405
2020-09-18 0:00:00,12:45,Unassigned,44,0,56474
2020-09-19 0:00:00,12:45,Unassigned,43,0,56683
2020-09-20 0:00:00,12:45,Unassigned,40,0,56830
2020-09-21 0:00:00,12:45,Unassigned,40,0,56907
2020-09-22 0:00:00,12:45,Unassigned,52,0,57056
2020-09-23 0:00:00,12:45,Unassigned,40,0,57184
2020-09-24 0:00:00,12:45,Unassigned,46,0,57295
2020-09-25 0:00:00,12:45,Unassigned,49,0,57453
2020-09-26 0:00:00,11:45,Unassigned,49,0,57642
2020-09-27 0:00:00,12:45,Unassigned,48,0,57787
2020-09-28 0:00:00,12:45,Unassigned,43,0,57907
2020-09-29 0:00:00,12:45,Unassigned,53,0,57998
2020-09-30 0:00:00,12:45,Unassigned,73,0,58176
2020-10-01 0:00:00,12:45,Unassigned,43,0,58310
2020-10-02 0:00:00,12:45,Unassigned,38,0,58486
2020-10-03 0:00:00,12:45,Unassigned,41,0,58721
2020-10-04 0:00:00,12:45,Unassigned,38,0,58880
2020-10-05 0:00:00,12:45,Unassigned,31,0,58968
2020-10-06 0:00:00,12:45,Unassigned,30,0,59253
2020-10-07 0:00:00,14:45,Unassigned,45,0,59437
2020-10-08 0:00:00,12:45,Unassigned,32,0,59775
2020-10-09 0:00:00,12:45,Unassigned,37,0,59862
2020-10-10 0:00:00,12:45,Unassigned,32,0,60014
2020-10-11 0:00:00,12:45,Unassigned,38,0,60138
2020-10-12 0:00:00,12:45,Unassigned,35,0,60193
2020-10-12 0:00:00,9:45,Unassigned,38,0,293475
2020-10-13 0:00:00,12:45,Unassigned,31,0,60418
2020-10-14 0:00:00,12:45,Unassigned,33,0,60640
2020-10-15 0:00:00,12:45,Unassigned,32,0,60849
2020-10-16 0:00:00,12:45,Unassigned,36,0,61194
2020-10-17 0:00:00,12:45,Unassigned,37,0,61354
2020-10-18 0:00:00,12:45,Unassigned,46,0,61504
2020-10-19 0:00:00,12:45,Unassigned,40,0,61578
2020-10-20 0:00:00,12:45,Unassigned,40,0,61930
2020-10-21 0:00:00,12:45,Unassigned,45,0,62071
2020-10-22 0:00:00,12:45,Unassigned,44,0,62360
2020-10-23 0:00:00,12:45,Unassigned,52,0,62666
2020-10-24 0:00:00,12:45,Unassigned,74,0,62907
2020-10-25 0:00:00,12:45,Unassigned,54,0,63011
2020-10-26 0:00:00,12:45,Unassigned,65,0,63072
2020-10-27 0:00:00,12:45,Unassigned,71,0,63411
2020-10-28 0:00:00,12:45,Unassigned,73,0,63611
